rid,alter_age,alter_agecat,alter_agecat_w0,alter_weight,alter_weight_onlycc,hh_alter,num_cc_nonhh,nonhh_alter_num,rel_work,rel_egoclient,rel_altercustomer,loc_store,loc_work,ego_age,weight_pooled,weight_city
5fc57ba2-4532-7f0b-c827-1cf3670e8185,32,"[25,35)","[25,35)",1,1,TRUE,NA,NA,NA,NA,NA,NA,NA,64,0.78022751,0.773141706
5fc57b78-4919-8170-a4de-6dd3f1380278,57,"[55,65)","[45,65)",1,1,TRUE,NA,NA,NA,NA,NA,NA,NA,30,0.476675563,0.410947151
5fc57c0e-0a59-7f22-9b37-d2fe06f69948,67,"[65,100]","[65,100]",1,1,TRUE,NA,NA,NA,NA,NA,NA,NA,73,0.836553706,0.707643485
5fc57c5b-135b-1ba9-2750-fbbe844f5de9,59,"[55,65)","[45,65)",1,1,TRUE,NA,NA,NA,NA,NA,NA,NA,58,0.681485368,0.265979756
5fc57b73-4ddc-d1f1-55e9-ec9f9673b44c,39,"[35,45)","[35,45)",1,1,TRUE,NA,NA,NA,NA,NA,NA,NA,45,0.711195666,0.813115179
5fc57b73-4ddc-d1f1-55e9-ec9f9673b44c,49,"[45,55)","[45,65)",1,1,TRUE,NA,NA,NA,NA,NA,NA,NA,45,0.711195666,0.813115179
5fc57b5c-2ca5-5471-bff4-04ed4aea48fb,64,"[55,65)","[45,65)",1,1,TRUE,NA,NA,NA,NA,NA,NA,NA,65,1.006448559,0.319665266
5fc57c5e-18ea-2218-68cd-b9aeb584d874,23,"[18,25)","[18,25)",1,1,TRUE,NA,NA,NA,NA,NA,NA,NA,29,0.905479961,0.602026531
5fc57bf8-36f2-a6f2-119f-f5a1897f0dff,76,"[65,100]","[65,100]",1,1,TRUE,NA,NA,NA,NA,NA,NA,NA,70,0.746713434,1.024023217
5fc57c90-dfa0-5493-08fd-eaf248abcebf,67,"[65,100]","[65,100]",1,1,TRUE,NA,NA,NA,NA,NA,NA,NA,67,0.724865085,1.756412153
5fc57c62-ea02-52a3-9d4a-15f8ca8dc79c,62,"[55,65)","[45,65)",1,1,TRUE,NA,NA,NA,NA,NA,NA,NA,61,1.993178664,0.427131883
5fc57beb-8ab1-d644-5c76-341fecf7b5ef,58,"[55,65)","[45,65)",1,1,TRUE,NA,NA,NA,NA,NA,NA,NA,63,0.514582582,0.230331664
5fc57c92-c4bf-0874-89b9-c6620514fbf6,52,"[45,55)","[45,65)",1,1,TRUE,NA,NA,NA,NA,NA,NA,NA,49,0.831463161,0.45491277
5fc57c92-c4bf-0874-89b9-c6620514fbf6,58,"[55,65)","[45,65)",1,1,TRUE,NA,NA,NA,NA,NA,NA,NA,49,0.831463161,0.45491277
5fc57c92-c4bf-0874-89b9-c6620514fbf6,19,"[18,25)","[18,25)",1,1,TRUE,NA,NA,NA,NA,NA,NA,NA,49,0.831463161,0.45491277
5fc57c20-4195-8759-ec9e-da6d4ce5d3b5,35,"[35,45)","[35,45)",1,1,TRUE,NA,NA,NA,NA,NA,NA,NA,39,0.34974623,0.358361661
5fc57c20-4195-8759-ec9e-da6d4ce5d3b5,16,"[0,18)","[0,18)",1,1,TRUE,NA,NA,NA,NA,NA,NA,NA,39,0.34974623,0.358361661
5fc57c20-4195-8759-ec9e-da6d4ce5d3b5,5,"[0,18)","[0,18)",1,1,TRUE,NA,NA,NA,NA,NA,NA,NA,39,0.34974623,0.358361661
5fc57b8e-f4d1-cb40-e4a9-9f85f8dce6ba,43,"[35,45)","[35,45)",1,1,TRUE,NA,NA,NA,NA,NA,NA,NA,35,0.365414368,0.124779564
5fc57b8e-f4d1-cb40-e4a9-9f85f8dce6ba,10,"[0,18)","[0,18)",1,1,TRUE,NA,NA,NA,NA,NA,NA,NA,35,0.365414368,0.124779564
5fc57be4-a425-8dc3-924c-db1596063546,26,"[25,35)","[25,35)",1,1,TRUE,NA,NA,NA,NA,NA,NA,NA,30,0.684052669,0.497351401
5fc57be4-a425-8dc3-924c-db1596063546,10,"[0,18)","[0,18)",1,1,TRUE,NA,NA,NA,NA,NA,NA,NA,30,0.684052669,0.497351401
5fc57be4-a425-8dc3-924c-db1596063546,3,"[0,18)","[0,18)",1,1,TRUE,NA,NA,NA,NA,NA,NA,NA,30,0.684052669,0.497351401
5fc57d6a-249d-6a92-4aad-e470a0da40f7,62,"[55,65)","[45,65)",1,1,TRUE,NA,NA,NA,NA,NA,NA,NA,28,0.256748789,0.560669872
5fc57d6a-249d-6a92-4aad-e470a0da40f7,58,"[55,65)","[45,65)",1,1,TRUE,NA,NA,NA,NA,NA,NA,NA,28,0.256748789,0.560669872
5fc57c3b-972c-7e0a-61a8-f808dac3cea7,30,"[25,35)","[25,35)",1,1,TRUE,NA,NA,NA,NA,NA,NA,NA,30,0.271730662,0.258275365
5fc57b4e-4a93-afca-cec0-628ae860b99f,1,"[0,18)","[0,18)",1,1,TRUE,NA,NA,NA,NA,NA,NA,NA,40,0.495419161,0.993082776
5fc57b4e-4a93-afca-cec0-628ae860b99f,6,"[0,18)","[0,18)",1,1,TRUE,NA,NA,NA,NA,NA,NA,NA,40,0.495419161,0.993082776
5fc57b4e-4a93-afca-cec0-628ae860b99f,15,"[0,18)","[0,18)",1,1,TRUE,NA,NA,NA,NA,NA,NA,NA,40,0.495419161,0.993082776
5fc57b4e-4a93-afca-cec0-628ae860b99f,40,"[35,45)","[35,45)",1,1,TRUE,NA,NA,NA,NA,NA,NA,NA,40,0.495419161,0.993082776
5fc57b4e-4a93-afca-cec0-628ae860b99f,80,"[65,100]","[65,100]",1,1,TRUE,NA,NA,NA,NA,NA,NA,NA,40,0.495419161,0.993082776
5fc57aeb-5e9f-5d5e-4840-9f84d2b5b01d,30,"[25,35)","[25,35)",1,1,TRUE,NA,NA,NA,NA,NA,NA,NA,60,0.707480394,0.829135178
5fc57aeb-5e9f-5d5e-4840-9f84d2b5b01d,31,"[25,35)","[25,35)",1,1,TRUE,NA,NA,NA,NA,NA,NA,NA,60,0.707480394,0.829135178
5fc57aeb-5e9f-5d5e-4840-9f84d2b5b01d,2,"[0,18)","[0,18)",1,1,TRUE,NA,NA,NA,NA,NA,NA,NA,60,0.707480394,0.829135178
5fc57aeb-5e9f-5d5e-4840-9f84d2b5b01d,60,"[55,65)","[45,65)",1,1,TRUE,NA,NA,NA,NA,NA,NA,NA,60,0.707480394,0.829135178
5fc57c3a-747c-4d59-a2fd-45a9c086cdb8,40,"[35,45)","[35,45)",1,1,TRUE,NA,NA,NA,NA,NA,NA,NA,38,0.365721159,0.205685627
5fc57c3a-747c-4d59-a2fd-45a9c086cdb8,6,"[0,18)","[0,18)",1,1,TRUE,NA,NA,NA,NA,NA,NA,NA,38,0.365721159,0.205685627
5fc57c3a-747c-4d59-a2fd-45a9c086cdb8,2,"[0,18)","[0,18)",1,1,TRUE,NA,NA,NA,NA,NA,NA,NA,38,0.365721159,0.205685627
5fc57b33-710e-49d1-389b-001322e6cfee,1,"[0,18)","[0,18)",1,1,TRUE,NA,NA,NA,NA,NA,NA,NA,60,0.724865085,0.732181086
5fc57c0c-34f4-9986-f5de-0e8b60297576,35,"[35,45)","[35,45)",1,1,TRUE,NA,NA,NA,NA,NA,NA,NA,30,0.393843541,0.331388815
5fc57c0c-34f4-9986-f5de-0e8b60297576,13,"[0,18)","[0,18)",1,1,TRUE,NA,NA,NA,NA,NA,NA,NA,30,0.393843541,0.331388815
5fc57c0c-34f4-9986-f5de-0e8b60297576,7,"[0,18)","[0,18)",1,1,TRUE,NA,NA,NA,NA,NA,NA,NA,30,0.393843541,0.331388815
5fc57c0c-34f4-9986-f5de-0e8b60297576,1,"[0,18)","[0,18)",1,1,TRUE,NA,NA,NA,NA,NA,NA,NA,30,0.393843541,0.331388815
5fc57c22-c904-e2fd-c389-15d35aca6921,28,"[25,35)","[25,35)",1,1,TRUE,NA,NA,NA,NA,NA,NA,NA,30,0.519374824,0.328046296
5fc57c22-c904-e2fd-c389-15d35aca6921,8,"[0,18)","[0,18)",1,1,TRUE,NA,NA,NA,NA,NA,NA,NA,30,0.519374824,0.328046296
5fc57c22-c904-e2fd-c389-15d35aca6921,6,"[0,18)","[0,18)",1,1,TRUE,NA,NA,NA,NA,NA,NA,NA,30,0.519374824,0.328046296
5fc57b20-3693-b7a0-fe08-551e38dd28a3,40,"[35,45)","[35,45)",1,1,TRUE,NA,NA,NA,NA,NA,NA,NA,35,1.419003477,1.221080795
5fc57bae-8e74-b052-f192-28574a0c305a,35,"[35,45)","[35,45)",1,1,TRUE,NA,NA,NA,NA,NA,NA,NA,40,0.495419161,0.993082776
5fc57bae-8e74-b052-f192-28574a0c305a,15,"[0,18)","[0,18)",1,1,TRUE,NA,NA,NA,NA,NA,NA,NA,40,0.495419161,0.993082776
5fc57bae-8e74-b052-f192-28574a0c305a,6,"[0,18)","[0,18)",1,1,TRUE,NA,NA,NA,NA,NA,NA,NA,40,0.495419161,0.993082776
5fc57bae-8e74-b052-f192-28574a0c305a,1,"[0,18)","[0,18)",1,1,TRUE,NA,NA,NA,NA,NA,NA,NA,40,0.495419161,0.993082776
5fc57ca4-0f75-d094-6574-27dbf462cfa6,37,"[35,45)","[35,45)",1,1,TRUE,NA,NA,NA,NA,NA,NA,NA,40,0.30979279,0.357435754
5fc57ca4-0f75-d094-6574-27dbf462cfa6,14,"[0,18)","[0,18)",1,1,TRUE,NA,NA,NA,NA,NA,NA,NA,40,0.30979279,0.357435754
5fc57ca4-0f75-d094-6574-27dbf462cfa6,6,"[0,18)","[0,18)",1,1,TRUE,NA,NA,NA,NA,NA,NA,NA,40,0.30979279,0.357435754
5fc57e3f-0a3b-61d9-42fb-674d0035f81e,45,"[45,55)","[45,65)",1,1,TRUE,NA,NA,NA,NA,NA,NA,NA,18,0.178093707,0.008463361
5fc57e3f-0a3b-61d9-42fb-674d0035f81e,20,"[18,25)","[18,25)",1,1,TRUE,NA,NA,NA,NA,NA,NA,NA,18,0.178093707,0.008463361
5fc57e3f-0a3b-61d9-42fb-674d0035f81e,12,"[0,18)","[0,18)",1,1,TRUE,NA,NA,NA,NA,NA,NA,NA,18,0.178093707,0.008463361
5fc57dd7-a22d-31a4-ac67-43f2be3d2e60,10,"[0,18)","[0,18)",1,1,TRUE,NA,NA,NA,NA,NA,NA,NA,23,0.406542224,0.11502917
5fc57dd7-a22d-31a4-ac67-43f2be3d2e60,13,"[0,18)","[0,18)",1,1,TRUE,NA,NA,NA,NA,NA,NA,NA,23,0.406542224,0.11502917
5fc57dd7-a22d-31a4-ac67-43f2be3d2e60,17,"[0,18)","[0,18)",1,1,TRUE,NA,NA,NA,NA,NA,NA,NA,23,0.406542224,0.11502917
5fc57dd7-a22d-31a4-ac67-43f2be3d2e60,23,"[18,25)","[18,25)",1,1,TRUE,NA,NA,NA,NA,NA,NA,NA,23,0.406542224,0.11502917
5fc57c71-461b-560d-71ab-7bd30bedf815,14,"[0,18)","[0,18)",1,1,TRUE,NA,NA,NA,NA,NA,NA,NA,34,0.365721159,0.330245179
5fc57c71-461b-560d-71ab-7bd30bedf815,10,"[0,18)","[0,18)",1,1,TRUE,NA,NA,NA,NA,NA,NA,NA,34,0.365721159,0.330245179
5fc57c71-461b-560d-71ab-7bd30bedf815,0,"[0,18)","[0,18)",1,1,TRUE,NA,NA,NA,NA,NA,NA,NA,34,0.365721159,0.330245179
5fc57d85-c852-9ecc-b9f1-1791000e8cee,70,"[65,100]","[65,100]",1,1,TRUE,NA,NA,NA,NA,NA,NA,NA,71,1.108873022,1.315203818
5fc57d7d-158f-24e2-53f5-22cc7d39dca7,70,"[65,100]","[65,100]",1,1,TRUE,NA,NA,NA,NA,NA,NA,NA,65,0.954697596,0.819478163
5fc57bb0-3c3b-520f-2e4d-1713dcac5d49,5,"[0,18)","[0,18)",1,1,TRUE,NA,NA,NA,NA,NA,NA,NA,35,0.34974623,0.358361661
5fc57bb0-3c3b-520f-2e4d-1713dcac5d49,14,"[0,18)","[0,18)",1,1,TRUE,NA,NA,NA,NA,NA,NA,NA,35,0.34974623,0.358361661
5fc57bb0-3c3b-520f-2e4d-1713dcac5d49,34,"[25,35)","[25,35)",1,1,TRUE,NA,NA,NA,NA,NA,NA,NA,35,0.34974623,0.358361661
5fc57c1c-b4d6-f7b1-2fa9-bed2af765433,66,"[65,100]","[65,100]",1,1,TRUE,NA,NA,NA,NA,NA,NA,NA,66,1.595377032,0.864047742
5fc57d03-2b1e-73aa-1dcb-88ad646edc5a,34,"[25,35)","[25,35)",1,1,TRUE,NA,NA,NA,NA,NA,NA,NA,35,0.559312512,0.995655272
5fc57d03-2b1e-73aa-1dcb-88ad646edc5a,13,"[0,18)","[0,18)",1,1,TRUE,NA,NA,NA,NA,NA,NA,NA,35,0.559312512,0.995655272
5fc57d03-2b1e-73aa-1dcb-88ad646edc5a,6,"[0,18)","[0,18)",1,1,TRUE,NA,NA,NA,NA,NA,NA,NA,35,0.559312512,0.995655272
5fc57d03-2b1e-73aa-1dcb-88ad646edc5a,1,"[0,18)","[0,18)",1,1,TRUE,NA,NA,NA,NA,NA,NA,NA,35,0.559312512,0.995655272
5fc57eab-c416-a294-db10-38c911fddb51,1,"[0,18)","[0,18)",1,1,TRUE,NA,NA,NA,NA,NA,NA,NA,63,2.687199402,1.700822254
5fc57c69-0b3c-681a-e0bd-982ecf56a898,14,"[0,18)","[0,18)",1,1,TRUE,NA,NA,NA,NA,NA,NA,NA,37,0.559312512,0.995655272
5fc57c69-0b3c-681a-e0bd-982ecf56a898,6,"[0,18)","[0,18)",1,1,TRUE,NA,NA,NA,NA,NA,NA,NA,37,0.559312512,0.995655272
5fc57c69-0b3c-681a-e0bd-982ecf56a898,1,"[0,18)","[0,18)",1,1,TRUE,NA,NA,NA,NA,NA,NA,NA,37,0.559312512,0.995655272
5fc57c69-0b3c-681a-e0bd-982ecf56a898,30,"[25,35)","[25,35)",1,1,TRUE,NA,NA,NA,NA,NA,NA,NA,37,0.559312512,0.995655272
5fc57bb0-4a53-74ce-a16a-583fbe15366f,34,"[25,35)","[25,35)",1,1,TRUE,NA,NA,NA,NA,NA,NA,NA,40,0.30979279,0.357435754
5fc57bb0-4a53-74ce-a16a-583fbe15366f,16,"[0,18)","[0,18)",1,1,TRUE,NA,NA,NA,NA,NA,NA,NA,40,0.30979279,0.357435754
5fc57bb0-4a53-74ce-a16a-583fbe15366f,7,"[0,18)","[0,18)",1,1,TRUE,NA,NA,NA,NA,NA,NA,NA,40,0.30979279,0.357435754
5fc57dcc-4a59-2361-ccb6-12c535055e27,63,"[55,65)","[45,65)",1,1,TRUE,NA,NA,NA,NA,NA,NA,NA,60,0.724865085,0.557852714
5fc57cab-c256-9b42-c718-72a8ab3c8b46,69,"[65,100]","[65,100]",1,1,TRUE,NA,NA,NA,NA,NA,NA,NA,72,1.242286257,0.849285294
5fc57f3a-304b-57ef-5b53-0384faf83fce,67,"[65,100]","[65,100]",1,1,TRUE,NA,NA,NA,NA,NA,NA,NA,66,0.724865085,0.557852714
5fc57d36-0820-0eee-6564-e54eb4d81d5e,30,"[25,35)","[25,35)",1,1,TRUE,NA,NA,NA,NA,NA,NA,NA,35,0.830581756,0.59621271
5fc57d36-0820-0eee-6564-e54eb4d81d5e,14,"[0,18)","[0,18)",1,1,TRUE,NA,NA,NA,NA,NA,NA,NA,35,0.830581756,0.59621271
5fc57d36-0820-0eee-6564-e54eb4d81d5e,7,"[0,18)","[0,18)",1,1,TRUE,NA,NA,NA,NA,NA,NA,NA,35,0.830581756,0.59621271
5fc57d36-0820-0eee-6564-e54eb4d81d5e,2,"[0,18)","[0,18)",1,1,TRUE,NA,NA,NA,NA,NA,NA,NA,35,0.830581756,0.59621271
5fc57b53-0ab5-37a3-8764-fe5499a47b3d,36,"[35,45)","[35,45)",1,1,TRUE,NA,NA,NA,NA,NA,NA,NA,35,0.365721159,0.330245179
5fc57b53-0ab5-37a3-8764-fe5499a47b3d,8,"[0,18)","[0,18)",1,1,TRUE,NA,NA,NA,NA,NA,NA,NA,35,0.365721159,0.330245179
5fc57b53-0ab5-37a3-8764-fe5499a47b3d,5,"[0,18)","[0,18)",1,1,TRUE,NA,NA,NA,NA,NA,NA,NA,35,0.365721159,0.330245179
5fc57fd3-fec2-c829-3d1a-282f97be1b38,62,"[55,65)","[45,65)",1,1,TRUE,NA,NA,NA,NA,NA,NA,NA,73,0.549629149,0.813526334
5fc57f30-4199-bdc5-243f-fa3966894984,32,"[25,35)","[25,35)",1,1,TRUE,NA,NA,NA,NA,NA,NA,NA,36,0.394010485,0.108006624
5fc57f30-4199-bdc5-243f-fa3966894984,5,"[0,18)","[0,18)",1,1,TRUE,NA,NA,NA,NA,NA,NA,NA,36,0.394010485,0.108006624
5fc57f0f-9ae2-9552-ca3c-ec01291c308f,2,"[0,18)","[0,18)",1,1,TRUE,NA,NA,NA,NA,NA,NA,NA,33,0.542642084,2.820089328
5fc57f0f-9ae2-9552-ca3c-ec01291c308f,33,"[25,35)","[25,35)",1,1,TRUE,NA,NA,NA,NA,NA,NA,NA,33,0.542642084,2.820089328
5fc57f14-c70b-1e05-318a-2855b2b201fd,89,"[65,100]","[65,100]",1,1,TRUE,NA,NA,NA,NA,NA,NA,NA,20,2.123002331,0.382015506
5fc57f14-c70b-1e05-318a-2855b2b201fd,56,"[55,65)","[45,65)",1,1,TRUE,NA,NA,NA,NA,NA,NA,NA,20,2.123002331,0.382015506
5fc57f14-c70b-1e05-318a-2855b2b201fd,52,"[45,55)","[45,65)",1,1,TRUE,NA,NA,NA,NA,NA,NA,NA,20,2.123002331,0.382015506
5fc57f14-c70b-1e05-318a-2855b2b201fd,28,"[25,35)","[25,35)",1,1,TRUE,NA,NA,NA,NA,NA,NA,NA,20,2.123002331,0.382015506
5fc57f74-5a2d-27ab-086b-bf61c1d097f0,0,"[0,18)","[0,18)",1,1,TRUE,NA,NA,NA,NA,NA,NA,NA,42,4.433520248,3.903329587
5fc57ffc-9e0f-c990-dbb3-f416a7cc1bf6,50,"[45,55)","[45,65)",1,1,TRUE,NA,NA,NA,NA,NA,NA,NA,49,0.507592939,0.419867145
5fc57e5f-caca-199f-d01b-e98865ec1671,49,"[45,55)","[45,65)",1,1,TRUE,NA,NA,NA,NA,NA,NA,NA,39,1.419003477,1.221080795
5fc57f97-b5df-6859-d69e-12d965238894,7,"[0,18)","[0,18)",1,1,TRUE,NA,NA,NA,NA,NA,NA,NA,36,0.585107455,0.436359393
5fc57f97-b5df-6859-d69e-12d965238894,34,"[25,35)","[25,35)",1,1,TRUE,NA,NA,NA,NA,NA,NA,NA,36,0.585107455,0.436359393
5fc57b8f-6eb4-fb28-430f-dc64ccdbe670,35,"[35,45)","[35,45)",1,1,TRUE,NA,NA,NA,NA,NA,NA,NA,40,0.460043776,0.576756066
5fc57b8f-6eb4-fb28-430f-dc64ccdbe670,12,"[0,18)","[0,18)",1,1,TRUE,NA,NA,NA,NA,NA,NA,NA,40,0.460043776,0.576756066
5fc57b8f-6eb4-fb28-430f-dc64ccdbe670,4,"[0,18)","[0,18)",1,1,TRUE,NA,NA,NA,NA,NA,NA,NA,40,0.460043776,0.576756066
5fc57f6e-0a03-a54c-567a-87d8566d5e70,9,"[0,18)","[0,18)",1,1,TRUE,NA,NA,NA,NA,NA,NA,NA,48,0.917401455,0.358340319
5fc57f48-9d08-1a56-bf3c-f76068acdb45,11,"[0,18)","[0,18)",1,1,TRUE,NA,NA,NA,NA,NA,NA,NA,41,0.349000496,0.82690284
5fc57f48-9d08-1a56-bf3c-f76068acdb45,35,"[35,45)","[35,45)",1,1,TRUE,NA,NA,NA,NA,NA,NA,NA,41,0.349000496,0.82690284
5fc57f80-c2db-8f26-a172-548bf76334d9,58,"[55,65)","[45,65)",1,1,TRUE,NA,NA,NA,NA,NA,NA,NA,23,0.226215582,0.124171329
5fc57f80-c2db-8f26-a172-548bf76334d9,56,"[55,65)","[45,65)",1,1,TRUE,NA,NA,NA,NA,NA,NA,NA,23,0.226215582,0.124171329
5fc57c52-b58a-d3a2-ed78-217a065d34c5,6,"[0,18)","[0,18)",1,1,TRUE,NA,NA,NA,NA,NA,NA,NA,32,0.246276081,0.230874101
5fc57c52-b58a-d3a2-ed78-217a065d34c5,1,"[0,18)","[0,18)",1,1,TRUE,NA,NA,NA,NA,NA,NA,NA,32,0.246276081,0.230874101
5fc57c52-b58a-d3a2-ed78-217a065d34c5,36,"[35,45)","[35,45)",1,1,TRUE,NA,NA,NA,NA,NA,NA,NA,32,0.246276081,0.230874101
5fc57f3d-b019-144d-81e9-0a45a01454cb,1,"[0,18)","[0,18)",1,1,TRUE,NA,NA,NA,NA,NA,NA,NA,40,0.30979279,0.190163395
5fc57f3d-b019-144d-81e9-0a45a01454cb,1,"[0,18)","[0,18)",1,1,TRUE,NA,NA,NA,NA,NA,NA,NA,40,0.30979279,0.190163395
5fc57f3d-b019-144d-81e9-0a45a01454cb,1,"[0,18)","[0,18)",1,1,TRUE,NA,NA,NA,NA,NA,NA,NA,40,0.30979279,0.190163395
5fc580c1-46e3-0359-337c-6daef03ec679,35,"[35,45)","[35,45)",1,1,TRUE,NA,NA,NA,NA,NA,NA,NA,35,0.365721159,0.330245179
5fc580c1-46e3-0359-337c-6daef03ec679,24,"[18,25)","[18,25)",1,1,TRUE,NA,NA,NA,NA,NA,NA,NA,35,0.365721159,0.330245179
5fc580c1-46e3-0359-337c-6daef03ec679,15,"[0,18)","[0,18)",1,1,TRUE,NA,NA,NA,NA,NA,NA,NA,35,0.365721159,0.330245179
5fc57db1-698f-c73c-9fb3-617d83d975be,23,"[18,25)","[18,25)",1,1,TRUE,NA,NA,NA,NA,NA,NA,NA,23,2.377828817,0.719974451
5fc57db1-698f-c73c-9fb3-617d83d975be,5,"[0,18)","[0,18)",1,1,TRUE,NA,NA,NA,NA,NA,NA,NA,23,2.377828817,0.719974451
5fc57f6b-10f9-de58-bd7c-4cb2f9c88ae8,9,"[0,18)","[0,18)",1,1,TRUE,NA,NA,NA,NA,NA,NA,NA,44,0.30979279,0.367213762
5fc57f6b-10f9-de58-bd7c-4cb2f9c88ae8,15,"[0,18)","[0,18)",1,1,TRUE,NA,NA,NA,NA,NA,NA,NA,44,0.30979279,0.367213762
5fc57f6b-10f9-de58-bd7c-4cb2f9c88ae8,35,"[35,45)","[35,45)",1,1,TRUE,NA,NA,NA,NA,NA,NA,NA,44,0.30979279,0.367213762
5fc57c86-affc-e744-6ec8-aad4df61fd60,14,"[0,18)","[0,18)",1,1,TRUE,NA,NA,NA,NA,NA,NA,NA,35,0.246276081,0.218324296
5fc57c86-affc-e744-6ec8-aad4df61fd60,4,"[0,18)","[0,18)",1,1,TRUE,NA,NA,NA,NA,NA,NA,NA,35,0.246276081,0.218324296
5fc57c86-affc-e744-6ec8-aad4df61fd60,36,"[35,45)","[35,45)",1,1,TRUE,NA,NA,NA,NA,NA,NA,NA,35,0.246276081,0.218324296
5fc58080-5cba-3439-5416-f68c9ccfc3fc,56,"[55,65)","[45,65)",1,1,TRUE,NA,NA,NA,NA,NA,NA,NA,22,0.321121418,0.169659518
5fc58080-5cba-3439-5416-f68c9ccfc3fc,56,"[55,65)","[45,65)",1,1,TRUE,NA,NA,NA,NA,NA,NA,NA,22,0.321121418,0.169659518
5fc58080-5cba-3439-5416-f68c9ccfc3fc,24,"[18,25)","[18,25)",1,1,TRUE,NA,NA,NA,NA,NA,NA,NA,22,0.321121418,0.169659518
5fc58080-5cba-3439-5416-f68c9ccfc3fc,18,"[18,25)","[18,25)",1,1,TRUE,NA,NA,NA,NA,NA,NA,NA,22,0.321121418,0.169659518
5fc580ac-e11a-47cd-5f57-059afe6b93fd,68,"[65,100]","[65,100]",1,1,TRUE,NA,NA,NA,NA,NA,NA,NA,53,1.422777329,0.571294679
5fc58203-f88f-a1a9-6cd4-16dee20747c6,43,"[35,45)","[35,45)",1,1,TRUE,NA,NA,NA,NA,NA,NA,NA,49,2.572130444,4.220247251
5fc58203-f88f-a1a9-6cd4-16dee20747c6,9,"[0,18)","[0,18)",1,1,TRUE,NA,NA,NA,NA,NA,NA,NA,49,2.572130444,4.220247251
5fc58203-f88f-a1a9-6cd4-16dee20747c6,7,"[0,18)","[0,18)",1,1,TRUE,NA,NA,NA,NA,NA,NA,NA,49,2.572130444,4.220247251
5fc581ec-9ba9-1ba9-eac5-35b7084f090c,10,"[0,18)","[0,18)",1,1,TRUE,NA,NA,NA,NA,NA,NA,NA,39,0.271730662,0.104926644
5fc5821f-525e-b391-3f12-41bb5aa72abe,39,"[35,45)","[35,45)",1,1,TRUE,NA,NA,NA,NA,NA,NA,NA,40,0.30979279,0.190163395
5fc5821f-525e-b391-3f12-41bb5aa72abe,12,"[0,18)","[0,18)",1,1,TRUE,NA,NA,NA,NA,NA,NA,NA,40,0.30979279,0.190163395
5fc5821f-525e-b391-3f12-41bb5aa72abe,9,"[0,18)","[0,18)",1,1,TRUE,NA,NA,NA,NA,NA,NA,NA,40,0.30979279,0.190163395
5fc5821f-0305-dd0d-0661-371737a17fdd,20,"[18,25)","[18,25)",1,1,TRUE,NA,NA,NA,NA,NA,NA,NA,20,1.264783954,1.253735283
5fc5821f-0305-dd0d-0661-371737a17fdd,21,"[18,25)","[18,25)",1,1,TRUE,NA,NA,NA,NA,NA,NA,NA,20,1.264783954,1.253735283
5fc58210-004b-5ad5-5edb-6e49da063f5f,57,"[55,65)","[45,65)",1,1,TRUE,NA,NA,NA,NA,NA,NA,NA,61,0.642891933,0.235647385
5fc58321-f35b-90df-8be9-adc8960a311e,3,"[0,18)","[0,18)",1,1,TRUE,NA,NA,NA,NA,NA,NA,NA,24,1.340766705,0.953874526
5fc58321-f35b-90df-8be9-adc8960a311e,24,"[18,25)","[18,25)",1,1,TRUE,NA,NA,NA,NA,NA,NA,NA,24,1.340766705,0.953874526
