rid,resp_employ,num_cc_nonhh,num_cc_work,num_cc,age,agecat,num_cc,weight_pooled
5fc81f58-71ee-88b3-1f30-402db15b8e4e,No,3,NA,6,19,"[18,25)",6,0.706130124
5fc81fb2-4591-a478-a607-f287de295bf2,Yes,1,1,2,27,"[25,35)",2,1.313151676
5fc81ec8-0ba5-3613-bd6f-91ad7226acf0,No,1,NA,6,20,"[18,25)",6,0.760428489
5fc81f37-6f1b-fabe-ffec-0af301d70e3e,Yes,2,0,5,19,"[18,25)",5,1.327544164
5fc81efc-359f-7517-c487-a19a430e5391,Yes,2,4,5,40,"[35,45)",5,0.460043776
5fc81eb6-e524-2553-4ea1-fb0a16a62f96,No,4,NA,5,43,"[35,45)",5,0.341812326
5fc81f15-3f0e-711e-5729-0604f1817244,Yes,13,NA,15,30,"[25,35)",15,0.518939138
5fc81fde-1765-e40d-c6a2-ee6c69a8957a,No,4,NA,5,72,"[65,100]",5,1.242286257
5fc81ec7-eb8f-16fb-5137-b0a374003dfb,Yes,1,5,5,50,"[45,55)",5,1.130394624
5fc81f46-4515-ea63-7a7f-9c3e591120d7,No,0,NA,0,49,"[45,55)",0,0.540614307
5fc81f89-1a93-aac5-3a6c-bd04efbd1d86,Yes,10,2,13,42,"[35,45)",13,0.30979279
5fc81ec8-c858-7827-49ef-f52b7f79d4a3,No,1,NA,1,49,"[45,55)",1,0.479477607
5fc81edc-5f48-2080-1bcd-4f6b6977c2fc,No,1,NA,2,65,"[65,100]",2,2.549025269
5fc81f79-e211-3ba2-8a06-6b008e49defd,Yes,1,2,3,45,"[45,55)",3,0.349000496
5fc81ee4-b433-4c27-fd22-8bbea1c4619b,Yes,4,6,5,21,"[18,25)",5,3.458359325
5fc81f5a-fbff-0a17-63e3-80431b37f57c,No,0,NA,2,64,"[55,65)",2,2.602630202
5fc81f98-d48c-7b27-e3ad-7da0c5a8f6ae,Yes,2,0,4,28,"[25,35)",4,1.808229993
5fc81f27-bce7-e852-e7b2-39fccd1021e5,Yes,4,4,5,31,"[25,35)",5,0.385895269
5fc81efd-b677-2b8c-ecba-f61a353817e7,Yes,10,5,11,24,"[18,25)",11,1.313151676
5fc81efe-4e3a-2d1d-4f39-e4e40210be95,Yes,14,3,16,40,"[35,45)",16,0.349000496
5fc81ead-dbc4-b1b1-1539-07e6e72dc73d,Yes,1,0,4,33,"[25,35)",4,0.365721159
5fc81e9b-834c-365a-e8ea-113295152ba7,No,3,NA,4,30,"[25,35)",4,0.531465586
5fc81f99-6fc9-dfb6-32fd-2b3f6dd1dbff,No,0,NA,1,75,"[65,100]",1,0.983473387
5fc81f18-3a4c-cab6-dac8-82c0667f402a,No,2,NA,4,18,"[18,25)",4,0.200633436
5fc81f47-100a-e93e-63b1-7c65dd919231,Yes,2,0,4,23,"[18,25)",4,0.560138473
5fc81f11-acc6-bd75-4f82-24b59b6ed177,No,1,NA,1,76,"[65,100]",1,4.943155879
5fc81fec-9243-5c7b-8119-f797973b1fe8,No,0,NA,4,42,"[35,45)",4,3.550199978
5fc81edd-9e7e-c78c-b5bd-cdd2c931f90a,Yes,5,2,8,39,"[35,45)",8,0.34974623
5fc81ede-3b2c-934a-6f23-ec36af22709e,Yes,4,10,7,50,"[45,55)",7,0.475993188
5fc81e51-92d9-c433-313c-3231787df3ab,Yes,4,1,7,41,"[35,45)",7,0.30979279
5fc81ef4-dcbd-2089-73da-f805aa683a7f,Yes,2,2,4,31,"[25,35)",4,0.862760678
5fc81f06-b66a-b06b-f288-2903cbaae001,No,3,NA,4,58,"[55,65)",4,0.8975635
5fc81edc-3680-473f-a2fe-15c9df490bca,No,0,NA,3,20,"[18,25)",3,2.771592507
5fc81fa3-1664-9e54-0980-158c0a62a876,No,1,NA,1,65,"[65,100]",1,0.498970343
5fc81f2d-759e-3449-8758-b4f12a2e4201,Yes,8,11,11,40,"[35,45)",11,0.30979279
5fc81f67-799a-0533-a703-025e226fd01e,Yes,15,4,18,45,"[45,55)",18,0.460043776
5fc81f40-5d8e-46e7-d0ff-f512649e6b2a,No,10,NA,10,57,"[55,65)",10,1.454394896
5fc81f0a-d020-9aa3-a5b7-3fea12ba53c7,Yes,10,1,13,40,"[35,45)",13,0.460043776
5fc81f76-d295-7c15-49ed-847b0381c5b4,Yes,41,3,43,41,"[35,45)",43,0.349000496
5fc81e83-c9ea-7754-6836-53fc77a8b4b7,Yes,26,2,29,50,"[45,55)",29,0.617646696
5fc82015-f225-a5d3-a6b2-25a6f064467a,Yes,2,1,2,60,"[55,65)",2,0.562592501
5fc81fca-8bc3-e26c-d56f-080a87c5dbc4,Yes,0,0,0,30,"[25,35)",0,0.210899429
5fc81f9c-1736-7e8b-7a65-c3f4e9391d4e,No,0,NA,1,63,"[55,65)",1,4.943155879
5fc81f56-9043-af66-fa04-80203ef20a6c,Yes,1,1,2,53,"[45,55)",2,0.691712777
5fc81ef6-0c17-4a95-5bb7-add4936870ab,Yes,22,2,25,44,"[35,45)",25,0.30979279
5fc81f44-40d5-633d-fe98-0deb96c34d18,No,0,NA,2,31,"[25,35)",2,0.862760678
5fc81fba-5e25-8d48-2ad1-216d31bd12de,No,0,NA,1,68,"[65,100]",1,2.687199402
5fc81f25-ab4e-e8c2-3a0d-4ec9677bdf9d,No,1,NA,2,57,"[55,65)",2,0.8975635
5fc81f46-0116-2bc9-87da-edab08e0558c,No,2,NA,5,31,"[25,35)",5,1.286077223
5fc81f5a-6c15-0e10-43e1-1c7a8e551a7b,Yes,10,10,11,30,"[25,35)",11,0.403521334
5fc81eb6-43c8-95c8-ff0c-18e4a5e6ef36,Yes,5,4,7,47,"[45,55)",7,0.682594122
5fc81efb-6be3-4633-79a5-c1d4369a4619,Yes,38,10,40,50,"[45,55)",40,0.536235392
5fc81f82-d58b-3ad5-13f3-3e83694a8abc,No,0,NA,1,65,"[65,100]",1,0.954697596
5fc81f8d-e670-69b7-243a-76d2ba7bcc31,No,0,NA,2,21,"[18,25)",2,1.007107574
5fc81ea9-0510-36a4-1371-65b65f69f027,No,2,NA,6,34,"[25,35)",6,4.293870484
5fc82061-84b3-5beb-2c88-681b2ea4a117,Yes,0,0,2,53,"[45,55)",2,0.69581672
5fc81ed2-e12b-04b0-c9fc-1c057e8cdff9,No,2,NA,2,21,"[18,25)",2,1.005306662
5fc81eb4-09df-c806-d96d-5689d64d4883,Yes,1,1,3,50,"[45,55)",3,0.536235392
5fc81fab-9a8e-4510-4e5b-36aa1411755b,Yes,14,NA,16,40,"[35,45)",16,0.349000496
5fc82009-59a5-0dac-d3ef-a3105db6fe65,No,0,NA,2,60,"[55,65)",2,0.65641168
5fc81f4c-6879-9dd3-31a3-518a704554c1,Yes,1,0,3,31,"[25,35)",3,0.542642084
5fc81ef6-d428-25d0-24df-4b29ffd918c8,Yes,3,3,4,24,"[18,25)",4,2.087813798
5fc82091-fa19-595a-5765-fcf0682d7a6d,Yes,0,0,3,45,"[45,55)",3,0.460043776
5fc81ec5-1a28-6c40-44cc-e310c121cf8b,Yes,1,1,2,46,"[45,55)",2,1.784976619
5fc81e21-8b57-d292-d2c5-1e0bc3cb1bf6,Yes,4,4,7,50,"[45,55)",7,0.475993188
5fc81f59-b145-850d-501b-10e2c4c72d50,Yes,31,2,34,40,"[35,45)",34,0.30979279
5fc82042-f07f-f5fc-4c7c-95ea6c44e992,Yes,1,1,4,50,"[45,55)",4,1.475737084
5fc81f31-3499-dd93-a09a-fd6f28540acd,Yes,10,3,13,52,"[45,55)",13,0.547798599
5fc81e6c-ec0b-4155-0cb1-241b9f15e2ac,Yes,0,3,2,50,"[45,55)",2,0.536235392
5fc81f1b-7658-d9f2-bd15-3be6e8976316,Yes,4,NA,7,30,"[25,35)",7,0.763537705
5fc8201c-ed98-f4fd-16c0-9d86c317e931,No,1,NA,1,37,"[35,45)",1,0.86117677
5fc81ed7-6da4-bce7-a71d-950c5a606dca,Yes,20,19,21,34,"[25,35)",21,0.842455366
5fc81f6a-dd5c-97a8-b63f-fabd080522e6,Yes,10,10,14,50,"[45,55)",14,0.987737668
5fc81f69-1023-4138-9f39-0a9cf78889b8,Yes,35,10,37,42,"[35,45)",37,0.349000496
5fc81ea7-0709-a454-f72e-ec7e71f49ff8,Yes,15,2,18,44,"[35,45)",18,0.30979279
5fc81f05-02a9-e78f-f4d6-eb4245ac37c0,Yes,3,3,6,31,"[25,35)",6,2.903853649
5fc81f49-769f-0b5f-7408-bcb4a9634894,Yes,8,8,10,39,"[35,45)",10,2.057560391
5fc8203d-77ad-ee6f-5308-c941ce1bcb59,No,2,NA,4,46,"[45,55)",4,0.518267406
5fc81fb5-aa59-878a-33e5-4b7e694df671,Yes,15,3,17,50,"[45,55)",17,0.536235392
5fc8201e-5e6d-731d-61cf-c2a8e8095a31,Yes,1,1,3,60,"[55,65)",3,1.240503889
5fc81f29-d7e4-5fdd-42a4-a55c184f531c,Yes,15,8,17,54,"[45,55)",17,0.796312123
5fc81f75-8332-6c31-c353-c06ccf073190,Yes,2,4,5,41,"[35,45)",5,0.30979279
5fc81f46-f9e4-950b-9001-dfc91c6e2c5c,No,0,NA,2,24,"[18,25)",2,1.340766705
5fc81f4b-18ed-ff1b-843f-9daa0ff9b3a6,No,2,NA,3,81,"[65,100]",3,3.04909437
5fc8204f-6bc6-6b4a-38cc-bdce7d0c0809,No,3,NA,3,73,"[65,100]",3,0.96418071
5fc81ec0-d415-5043-5232-2cd5f6defcc2,Yes,1,10,3,44,"[35,45)",3,0.518267406
5fc81e6c-5ed3-eca7-2803-fb04569e77e6,Yes,2,0,3,55,"[55,65)",3,1.027196783
5fc81f59-18fd-cd8e-c18a-167e0fd36c95,Yes,3,2,5,41,"[35,45)",5,0.349000496
5fc820e9-f840-ba92-a517-0f2baaf46c7f,No,0,NA,5,19,"[18,25)",5,3.37541629
5fc8204a-8ae7-9b5c-1246-2f97c1b1d425,Yes,10,10,15,40,"[35,45)",15,0.495419161
5fc81fb0-50b3-29d6-81de-b18a98107c24,No,3,NA,7,29,"[25,35)",7,0.480024947
5fc820d4-8f4e-84a5-d026-1049e0d1c27b,No,1,NA,1,29,"[25,35)",1,0.925601924
5fc8201f-3a18-6a99-0cb6-96486cc45c09,No,3,NA,4,54,"[45,55)",4,0.604417918
5fc82164-90c0-103e-a379-7d7d4dc96e65,Yes,2,1,5,40,"[35,45)",5,0.460043776
5fc81f26-36d7-676f-b6de-4641e9692fa9,Yes,42,4,45,42,"[35,45)",45,0.460043776
5fc82159-81b5-db0a-e5f1-ef435c2329e9,No,2,NA,3,24,"[18,25)",3,0.884274374
5fc82001-8c38-3aa5-5fcf-96bb642d4f61,Yes,3,1,5,30,"[25,35)",5,0.542642084
5fc81f2a-eaf1-98cb-355d-e62f982fdafe,Yes,4,1,7,50,"[45,55)",7,0.475993188
5fc8205b-1a42-13a9-9f03-300b1c5da351,Yes,1,0,3,62,"[55,65)",3,0.740108694
5fc81fde-7448-74da-9064-ca829adb28a7,Yes,2,3,4,40,"[35,45)",4,0.349000496
5fc81f55-47af-5621-3ea5-5bf4689a7987,Yes,10,8,12,50,"[45,55)",12,0.536235392
5fc8218c-edd1-3e62-191b-ee01415aca5c,No,0,NA,3,41,"[35,45)",3,0.42511508
5fc821a7-eafa-fd20-9a81-a4635f5aa41b,Yes,0,0,1,64,"[55,65)",1,0.514582582
5fc82203-2354-a381-dba1-740f62f336d0,No,0,NA,1,63,"[55,65)",1,0.724865085
5fc81f6e-c411-d1e3-fab9-42385926c071,Yes,4,1,7,40,"[35,45)",7,0.605909563
5fc81fc6-c8fc-e9a1-8766-d6fd0d9d643a,Yes,2,7,5,30,"[25,35)",5,0.34974623
5fc81f3e-f215-11e8-a6ef-e0844b03a6d4,Yes,3,15,6,39,"[35,45)",6,0.365721159
5fc820f0-f664-220d-1fd8-b179282fc24f,No,3,NA,5,64,"[55,65)",5,2.602630202
5fc81e9c-1916-68f7-088f-ebaad2b7b436,Yes,2,15,4,41,"[35,45)",4,0.349000496
5fc81eab-9b0c-a5a1-efc9-a6bc69605cce,No,2,NA,4,28,"[25,35)",4,0.338155964
5fc81fbc-a1c8-ef31-8b9c-0f0a5c61430b,No,2,NA,7,18,"[18,25)",7,2.043935524
5fc82165-aa07-e7b8-f55c-e100c8df8761,Yes,0,0,1,27,"[25,35)",1,0.905479961
5fc81f05-c70b-2022-e701-8b3d93e28f29,Yes,6,30,9,40,"[35,45)",9,0.30979279
5fc81f2b-8c83-d7e3-cdbf-2dd6fef232b4,Yes,4,2,7,50,"[45,55)",7,0.475993188
5fc820f4-743c-a093-eb87-ff040842b66a,No,0,NA,5,22,"[18,25)",5,0.284806612
5fc82220-a1b5-110c-c49b-d1715f63a83b,No,0,NA,0,20,"[18,25)",0,0.286725279
5fc82161-c3dc-4808-7351-904156746695,No,2,NA,2,27,"[25,35)",2,0.702773863
5fc821f9-8511-4ad7-1676-10309caa8fe4,Yes,1,1,2,22,"[18,25)",2,0.221556345
5fc820c1-4fdb-b06e-3630-944d55da9f0c,No,3,NA,4,52,"[45,55)",4,0.458911227
5fc81edd-5cdc-5906-3767-5a2b1b54d3cc,Yes,5,9,10,19,"[18,25)",10,0.422939182
5fc81f11-c862-0470-66cb-5feec0dce53e,No,1,NA,1,74,"[65,100]",1,0.855143961
5fc81fa4-f67a-1c7b-0dac-fad3ae382d9a,No,0,NA,1,66,"[65,100]",1,0.642891933
5fc82263-a80a-1b4d-f5a9-65dcf6d9195d,No,0,NA,1,66,"[65,100]",1,0.677740954
5fc8224d-b363-9658-64cf-73766cc95ed9,No,0,NA,1,57,"[55,65)",1,1.61378488
5fc81f92-9f50-566c-20d1-b47afb021a53,Yes,6,4,7,22,"[18,25)",7,0.609218722
5fc821c5-4c7f-ded0-061b-c324966dd3f2,No,1,NA,1,38,"[35,45)",1,1.101336968
5fc820ad-fdf8-80fb-39f4-34f979a817de,Yes,5,5,7,72,"[65,100]",7,1.132192157
5fc8204c-e285-5486-1ad5-ac6496a63493,Yes,15,2,19,35,"[35,45)",19,4.943155879
5fc81eeb-5811-54ed-435c-51ca943c7624,Yes,42,4,45,42,"[35,45)",45,0.460043776
5fc82039-5a3b-4a01-e6b9-b680a41865c1,Yes,2,1,5,40,"[35,45)",5,0.631297929
5fc820ef-4dd4-b381-aaa9-04ad101f1365,Yes,4,2,6,50,"[45,55)",6,1.106296991
5fc8217c-c1b2-66a9-38a2-3a488f9a8c0a,Yes,5,3,7,45,"[45,55)",7,0.349000496
5fc82012-d97a-876d-fdd6-dbb6488bf3bf,Yes,0,0,3,40,"[35,45)",3,0.30979279
5fc81f57-12fd-9598-5461-1d6df7f43b6c,Yes,2,0,4,37,"[35,45)",4,0.394010485
5fc81f73-0e6b-26e9-ccaa-06170e450eef,No,2,NA,3,51,"[45,55)",3,4.943155879
5fc81f0c-86fc-e2ec-85ec-b3682e462504,Yes,10,15,13,45,"[45,55)",13,0.460043776
5fc8229a-b734-8e02-cb31-3845ea7d021a,No,0,NA,1,64,"[55,65)",1,0.764157596
5fc8231f-8dcc-63d4-b598-532eab2ee624,Yes,22,2,26,48,"[45,55)",26,0.895399097
5fc81f94-5e78-a8eb-c321-5963590036e0,Yes,8,7,9,48,"[45,55)",9,4.943155879
5fc82035-a203-74a5-d626-d8b518f0e729,Yes,0,0,4,50,"[45,55)",4,2.359991746
5fc82187-44b3-d1f2-3e41-cc5d90210237,No,0,NA,1,62,"[55,65)",1,2.376272852
5fc8229b-e092-65de-6c16-c8affeceeb9f,Yes,1,1,1,46,"[45,55)",1,0.265292197
5fc8231b-5d67-c159-ffd2-d4cb62908ecb,Yes,0,0,0,51,"[45,55)",0,0.356176646
5fc81e45-d8ab-a8a6-41ee-c5d4d4b615b8,No,2,NA,3,58,"[55,65)",3,0.8975635
5fc82059-3647-aa52-1615-b1a956546ddc,Yes,1,0,2,20,"[18,25)",2,0.291805075
5fc82111-6294-5796-a581-5829d8dee66d,Yes,10,10,12,40,"[35,45)",12,0.349000496
5fc822f3-f66b-1a07-412d-7202f6c95dbc,Yes,6,0,9,39,"[35,45)",9,1.286077223
5fc82382-4f05-1d6e-5a50-79e7274971a0,Yes,0,0,1,64,"[55,65)",1,0.642891933
5fc82104-50ee-6a24-cb22-3dee5aa6b431,Yes,2,0,5,35,"[35,45)",5,0.519374824
5fc823ae-23d8-8a60-91b5-3bd0544a9f86,Yes,0,0,1,47,"[45,55)",1,0.696547563
5fc82060-0b9a-02e6-f16e-a1f61f4deeb8,No,4,NA,7,44,"[35,45)",7,0.30979279
5fc8236c-b844-bb2d-1b30-63955d833eaa,Yes,0,0,2,28,"[25,35)",2,0.256748789
5fc81eb7-98b2-4f58-e5ba-9e8c8eb2ca11,No,1,NA,2,56,"[55,65)",2,4.943155879
5fc82329-a916-7e8a-e067-bf4fda9c8f1e,Yes,2,4,5,50,"[45,55)",5,0.475993188
5fc82105-ebbd-2899-b4fd-6670e23eb530,Yes,10,7,13,40,"[35,45)",13,0.30979279
5fc82003-114f-ea5f-5c6d-e7753d661abd,Yes,3,3,5,39,"[35,45)",5,0.412007218
5fc823fd-5c95-e2c5-ecde-cd0ac84e18b8,No,0,NA,3,23,"[18,25)",3,1.122694539
5fc823d6-528e-6160-d3a9-7f680dc20bfa,No,1,NA,2,64,"[55,65)",2,0.724865085
5fc823c4-3846-e2bc-fa17-2d76f1d94e4c,Yes,2,0,6,38,"[35,45)",6,0.559312512
5fc82379-b26c-367b-a595-060bb0f67049,No,2,NA,3,67,"[65,100]",3,1.716509802
5fc82474-992f-ba9f-b3a7-f3023581e701,No,0,NA,0,65,"[65,100]",0,0.526017856
5fc82460-1d99-3964-a2c1-8e8addfdc119,Yes,0,0,3,21,"[18,25)",3,0.088841495
5fc8236a-c00a-3c55-bd44-335f7d9b4eb7,No,1,NA,1,50,"[45,55)",1,2.128622851
5fc82289-2e79-8bfd-ba43-2a6a00897843,Yes,8,6,9,50,"[45,55)",9,4.859273358
5fc823ee-0df0-987c-3268-b42da5d80ac7,Yes,0,0,4,20,"[18,25)",4,0.959865501
5fc82433-da78-f604-8c28-dd5cf6caee10,No,2,NA,3,75,"[65,100]",3,1.242286257
5fc82498-e0da-2bc1-351c-cf66db80ea55,Yes,2,2,4,40,"[35,45)",4,0.682594122
5fc82466-acc9-8825-e811-61c01aaf7551,Yes,3,2,5,19,"[18,25)",5,0.535687637
5fc8245d-2488-32d8-b736-ecbaeef040a1,No,0,NA,3,28,"[25,35)",3,0.708707516
5fc82472-3f7d-c706-dcb0-407b320a241d,No,1,NA,1,39,"[35,45)",1,0.299506472
5fc82438-e87e-8f95-dc31-1e92c88e29c1,Yes,30,5,30,32,"[25,35)",30,0.210899429
5fc82550-be2f-c5f6-44bb-d8568b159d2c,Yes,0,0,0,35,"[35,45)",0,1.05322988
5fc82452-43bc-3931-6ef3-1658f849af74,No,0,NA,3,41,"[35,45)",3,1.494938996
5fc820a5-44a8-2c6a-a21f-8c4985ce11bc,No,2,NA,5,25,"[25,35)",5,1.892236217
5fc823de-e956-92ae-7bec-634efadd49af,Yes,0,3,3,39,"[35,45)",3,0.246276081
5fc82422-d5fb-d2f3-5a26-a0bfb511d382,No,2,NA,3,45,"[45,55)",3,0.617776767
5fc820d6-1f79-57d7-b194-15902827c543,No,0,NA,3,56,"[55,65)",3,4.922672522
5fc8241e-3735-4d20-6aef-18f1e2f7f045,Yes,1,1,4,54,"[45,55)",4,0.617646696
5fc81e72-69e6-c49f-58fd-0115cb716521,No,5,NA,9,25,"[25,35)",9,1.903268118
5fc82572-34b4-5812-5c66-985e4e02c0ea,Yes,0,0,0,34,"[25,35)",0,0.444768544
5fc82410-4e75-97bd-5010-0cfebe4238a6,Yes,3,5,6,39,"[35,45)",6,0.34974623
5fc825a2-a01c-31be-7a37-7846fa8b1cb4,Yes,0,0,2,40,"[35,45)",2,0.155284322
5fc82389-862d-3fc5-c3ce-ef51694b1559,No,1,NA,3,49,"[45,55)",3,0.459657861
5fc8259e-f8be-0ab3-19a2-54a40e407fa1,No,0,NA,2,58,"[55,65)",2,2.446875201
5fc823a0-0a14-0fad-fa32-19ef22e239fd,No,0,NA,2,31,"[25,35)",2,0.277445044
5fc81edd-f922-fa93-6e73-65a9f26a8333,No,1,NA,5,29,"[25,35)",5,0.712839343
5fc81ffb-7e15-8842-c7c8-6585320ecee5,Yes,11,4,14,60,"[55,65)",14,0.442397756
5fc82564-0850-38a6-8fdc-1787b05999ac,No,1,NA,2,71,"[65,100]",2,4.368563371
5fc825fc-bd6e-3c67-a70e-18060c5d9d09,No,2,NA,4,35,"[35,45)",4,0.412007218
5fc823a7-9ce7-fec5-40bf-cf738174b130,Yes,0,0,2,40,"[35,45)",2,0.711195666
5fc82524-d3da-8b0a-ed71-1b533b86db10,Yes,5,0,8,29,"[25,35)",8,0.820658422
5fc824ed-bc7f-fa3d-45a3-9837cb1c818c,Yes,5,3,7,44,"[35,45)",7,0.459657861
5fc824b3-2ff6-ea80-e3b0-2b03b02a6e32,No,2,NA,3,73,"[65,100]",3,0.983473387
5fc824f0-40fd-a7a2-443f-e6a4d441b054,Yes,0,0,2,53,"[45,55)",2,0.617128573
5fc824b2-0c19-351c-eec9-031a666294f4,Yes,3,20,5,38,"[35,45)",5,0.585107455
5fc8258b-9466-7757-836f-ae2bd228e957,No,0,NA,0,30,"[25,35)",0,0.299506472
5fc825c0-f5ef-fa93-e78f-eb4f2ce3c66d,No,1,NA,2,67,"[65,100]",2,1.716509802
5fc824b9-a67c-6b48-3415-f21fb119742a,No,1,NA,4,57,"[55,65)",4,3.453297174
5fc8234c-447f-27c0-bf64-3e4c148becff,Yes,2,1,5,49,"[45,55)",5,0.30979279
5fc82471-bf9d-2085-78c3-8154826cc2f0,Yes,3,0,6,41,"[35,45)",6,0.831463161
5fc824e4-a6fc-4ff7-fc78-445b2dd71bac,No,0,NA,2,73,"[65,100]",2,1.132192157
5fc824e5-c97e-c278-abfd-258cf5cc0ec6,No,2,NA,5,35,"[35,45)",5,0.34974623
5fc82412-a174-7dc7-0768-89dc91b25b1a,Yes,5,0,6,87,"[65,100]",6,1.108873022
5fc821c9-c088-b586-6b07-9a7ff77e70f1,No,1,NA,5,20,"[18,25)",5,1.376383124
5fc8260f-dd33-ac89-465d-2c7d31fc131b,Yes,5,5,7,29,"[25,35)",7,0.502163225
5fc82506-72fc-211a-9a75-8f85cc4a1095,Yes,5,3,8,35,"[35,45)",8,0.460640044
5fc82385-dcb2-1f8d-14b5-3d4c7f07fd8e,Yes,40,10,43,45,"[45,55)",43,0.30979279
5fc825bc-0577-9105-df30-a192259b651f,Yes,1,0,2,30,"[25,35)",2,0.403521334
5fc82732-2604-6bae-8c78-f53cdad94d4f,No,0,NA,1,53,"[45,55)",1,0.805031592
5fc8245f-b638-9cf1-005e-274a59644519,No,6,NA,7,65,"[65,100]",7,0.642891933
5fc81fd5-4024-0854-3f2c-e459b894a1b4,No,0,NA,1,67,"[65,100]",1,1.809556056
5fc825bf-4ad3-0b9f-cf5b-77e2a87e8afb,Yes,0,0,3,38,"[35,45)",3,0.122854061
5fc826f7-85b4-8448-80b7-c3cc1330d740,Yes,0,0,2,56,"[55,65)",2,0.916438884
5fc82593-b3ec-eca7-dd09-5bd1fbd83840,Yes,5,5,8,35,"[35,45)",8,1.229900564
5fc82689-49f2-64ad-df03-968b461ccb91,No,3,NA,4,69,"[65,100]",4,1.006448559
5fc826df-17e4-8be5-7310-b0441f12c971,No,0,NA,1,67,"[65,100]",1,0.764157596
5fc826d5-b2b7-68f7-e2e0-fe1620530446,Yes,3,0,6,37,"[35,45)",6,0.34974623
5fc825af-431e-28c2-e9fe-2b31aafb4bee,Yes,10,10,10,58,"[55,65)",10,0.696629628
5fc82755-a2b2-9941-0b38-498a1dbf0a7f,No,2,NA,3,67,"[65,100]",3,0.724865085
5fc8272a-42bd-05b6-cd49-979e32cdbc78,No,0,NA,3,63,"[55,65)",3,2.042933077
5fc825df-a273-0fa6-fc5c-b4b4c605e4e4,No,10,NA,13,20,"[18,25)",13,0.860672339
5fc8284e-391e-2d46-1bd1-2ec851ce2d6e,Yes,2,1,5,49,"[45,55)",5,0.460043776
5fc82843-2c1c-7900-e0a0-60466f8aa9ce,No,0,NA,1,42,"[35,45)",1,0.917401455
5fc8276e-d82a-aef6-197c-ea65797bc2c4,Yes,3,3,4,78,"[65,100]",4,0.490602655
5fc8280e-7135-59eb-e75b-70589aca72d3,No,0,NA,3,73,"[65,100]",3,1.323652708
5fc82878-c629-a37f-e47b-e101b83d2930,Yes,1,2,1,53,"[45,55)",1,2.128622851
5fc82476-efc0-adfb-513d-c41b430fffc9,No,0,NA,1,68,"[65,100]",1,2.549025269
5fc82715-83e4-05c9-920c-aea0ec141b97,Yes,10,10,13,54,"[45,55)",13,2.171986303
5fc82772-2740-b332-a52d-61f43cbb5c05,Yes,5,0,8,36,"[35,45)",8,0.519374824
5fc82919-1c11-ee4f-cb9e-2d059a15c27a,No,0,NA,1,75,"[65,100]",1,1.242286257
5fc827cc-2676-f243-9301-f75032e4fd93,No,2,NA,2,73,"[65,100]",2,0.649277847
5fc82772-4a20-d670-7f6c-473e2cf5fd70,No,3,NA,3,63,"[55,65)",3,0.740973347
5fc8272d-e4de-0f73-7014-d0b1a7462579,No,3,NA,3,62,"[55,65)",3,0.781139034
5fc82854-6087-78cc-5d1a-b3ae6bcbee33,No,1,NA,4,25,"[25,35)",4,1.218681683
5fc8293e-0965-51dc-f814-a8a2ac7b9f9a,No,10,NA,10,61,"[55,65)",10,0.526017856
5fc8238f-4ca0-c657-abe5-3ef22ec0885a,Yes,0,0,1,59,"[55,65)",1,1.083511205
5fc8287a-6226-d282-3401-f395ad6ff6ed,Yes,3,0,6,22,"[18,25)",6,0.264470007
5fc828db-3e94-9e93-81b5-531c2f36015a,Yes,2,1,5,50,"[45,55)",5,0.475993188
5fc8297b-6877-2edb-4e95-a5a216bfe208,Yes,0,0,1,23,"[18,25)",1,0.149195711
5fc8276c-a237-128a-9b5e-a42f70697ee7,No,4,NA,7,40,"[35,45)",7,1.971828891
5fc828f8-4836-c105-792c-c3723c86e425,No,1,NA,2,25,"[25,35)",2,0.111884943
5fc82576-8748-be85-f9b4-b4c9fbeb304d,Yes,2,3,7,31,"[25,35)",7,1.96685115
5fc82a06-c4a2-baa6-90c3-70265bea449a,Yes,0,0,1,41,"[35,45)",1,0.617776767
5fc82847-8ea0-36f6-2c82-1409a8f5132a,No,2,NA,3,73,"[65,100]",3,0.983473387
5fc8296e-4ab2-1559-7729-b5f8805816e7,Yes,50,50,51,31,"[25,35)",51,0.271730662
5fc8294c-57ad-39d3-cdf4-fef3dfe1b5ce,No,0,NA,1,67,"[65,100]",1,1.006448559
5fc829c5-12d1-94f0-ac44-a832764bcacd,Yes,8,8,12,52,"[45,55)",12,1.300919021
5fc82750-32d3-3a5d-af80-2b200b7c8af0,No,1,NA,4,40,"[35,45)",4,0.731435493
5fc8262b-0d56-4b48-498e-3b7c16cec643,Yes,3,2,3,56,"[55,65)",3,0.696629628
5fc828b4-4d72-9bcd-3002-db8079f4509e,Yes,2,1,5,45,"[45,55)",5,0.460043776
5fc8295f-97eb-953a-ce75-0f55979f71df,Yes,3,2,6,45,"[45,55)",6,0.30979279
5fc82aaf-1a2d-73b2-05aa-f756410ad47d,Yes,2,0,4,65,"[65,100]",4,0.78022751
5fc82ae1-d717-e2e4-0839-b3fa5f60c7bd,No,3,NA,7,38,"[35,45)",7,0.518719262
5fc829e9-e82c-abb9-3508-634571dee298,No,5,NA,10,35,"[35,45)",10,1.093933785
5fc82afe-3d3b-0a18-b994-8d0bf2e04a1a,No,3,NA,7,73,"[65,100]",7,2.371457842
5fc82a2f-44bf-7873-4220-2a60957941a5,No,3,NA,5,39,"[35,45)",5,2.674844852
